"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,75600,"uV"

"time","value"
0.3399,-17.1388
0.3404,-14.6972
0.3409,-14.3920
0.3414,-15.9180
0.3419,-16.8336
0.3424,-16.5284
0.3429,-15.3076
0.3434,-13.1713
0.3439,-9.8141
0.3444,-7.3726
0.3449,-5.8466
0.3454,-4.3206
0.3459,-1.8791
0.3464,-0.3531
0.3469,-1.5739
0.3474,-5.5414
0.3479,-5.2362
0.3484,5.1404
0.3489,25.8936
0.3494,47.5624
0.3499,59.4650
0.3504,60.0754
0.3509,57.9390
0.3514,58.5494
0.3519,58.2442
0.3524,49.0884
0.3529,31.9975
0.3534,15.5170
0.3539,3.6144
0.3544,-6.1518
0.3549,-15.6128
0.3554,-19.5803
0.3559,-15.3076
0.3564,-8.5933
0.3569,-5.8466
0.3574,-5.8466
0.3579,-4.0154
0.3584,0.5625
0.3589,3.6144
0.3594,1.7833
0.3599,-4.3206
0.3604,-14.3920
0.3609,-25.9894
0.3614,-35.1452
0.3619,-37.2816
0.3624,-31.7881
0.3629,-24.4634
0.3634,-19.5803
0.3639,-16.2232
0.3644,-9.8141
0.3649,-0.3531
0.3654,9.4131
0.3659,21.0105
0.3664,35.9650
0.3669,51.8352
0.3674,63.1274
0.3679,65.5689
0.3684,63.1274
0.3689,61.6014
0.3694,64.0429
0.3699,68.6209
0.3704,69.8416
0.3709,63.7377
0.3714,49.0884
0.3719,27.4196
0.3724,1.1729
0.3729,-30.5673
0.3734,-69.6322
0.3739,-115.7166
0.3744,-169.7360
0.3749,-226.8073
0.3754,-271.9761
0.3759,-285.4047
0.3764,-259.7683
0.3769,-209.4113
0.3774,-155.3918
0.3779,-109.6127
0.3784,-74.5153
0.3789,-52.2361
0.3794,-40.9439
0.3799,-31.1777
0.3804,-17.4440
0.3809,-8.5933
0.3814,-15.6128
0.3819,-32.0933
0.3824,-41.8595
0.3829,-37.2816
0.3834,-22.0219
0.3839,0.8677
0.3844,31.6923
0.3849,60.9910
0.3854,75.3351
0.3859,75.9455
0.3864,75.9455
0.3869,81.4390
0.3874,82.6598
0.3879,75.3351
0.3884,68.9260
0.3889,72.2832
0.3894,79.3027
0.3899,79.6078
0.3904,72.2832
0.3909,63.7377
0.3914,57.0235
0.3919,50.9196
0.3924,46.9520
0.3929,45.1209
0.3934,43.2897
0.3939,39.0170
0.3944,33.5235
0.3949,28.9456
0.3954,24.6729
0.3959,19.1794
0.3964,14.9066
0.3969,15.8222
0.3974,21.3157
0.3979,27.7248
0.3984,34.1339
0.3989,41.4585
0.3994,50.0040
0.3999,55.4975
0.4004,54.5819
0.4009,50.0040
0.4014,46.6469
0.4019,42.3741
0.4024,32.9131
0.4029,22.5365
0.4034,21.0105
0.4039,26.5040
0.4044,19.1794
0.4049,-11.9505
0.4054,-48.2686
0.4059,-58.9504
0.4064,-44.6063
0.4069,-36.3660
0.4074,-55.5933
0.4079,-86.4179
0.4084,-98.9309
0.4089,-87.3335
0.4094,-65.6647
0.4099,-46.4374
0.4104,-30.8725
0.4109,-20.8011
0.4114,-20.1907
0.4119,-24.4634
0.4124,-25.9894
0.4129,-24.7686
0.4134,-28.1258
0.4139,-35.7556
0.4144,-36.3660
0.4149,-25.3790
0.4154,-11.6453
0.4159,-5.5414
0.4164,-5.8466
0.4169,-6.7622
0.4174,-5.8466
0.4179,-5.2362
0.4184,-2.7946
0.4189,3.6144
0.4194,12.4651
0.4199,17.3482
0.4204,17.3482
0.4209,15.8222
0.4214,15.2118
0.4219,12.7703
0.4224,6.9716
0.4229,-0.0479
0.4234,-4.0154
0.4239,-3.7102
0.4244,0.5625
0.4249,8.4976
0.4254,16.4326
0.4259,20.4001
0.4264,17.6534
0.4269,10.9391
0.4274,6.6664
0.4279,8.8027
0.4284,13.9911
0.4289,17.9586
0.4294,21.3157
0.4299,26.1988
0.4304,31.6923
0.4309,32.6079
0.4314,27.4196
0.4319,21.9261
0.4324,19.7897
0.4329,18.2638
0.4334,12.4651
0.4339,3.6144
0.4344,-4.0154
0.4349,-11.3401
0.4354,-20.8011
0.4359,-33.9245
0.4364,-48.2686
0.4369,-60.1712
0.4374,-64.4439
0.4379,-57.1192
0.4384,-39.1128
0.4389,-18.9699
0.4394,-4.6258
0.4399,3.3092
0.4404,9.4131
0.4409,13.9911
0.4414,13.0755
0.4419,6.0560
0.4424,-1.2687
0.4429,-5.8466
0.4434,-7.9829
0.4439,-8.8985
0.4444,-8.2881
0.4449,-5.5414
0.4454,-2.1843
0.4459,0.2573
0.4464,3.3092
0.4469,6.9716
0.4474,10.9391
0.4479,14.2962
0.4484,16.4326
0.4489,16.7378
0.4494,14.2962
0.4499,10.3287
0.4504,6.6664
0.4509,2.6989
0.4514,-3.0998
0.4519,-10.1193
0.4524,-13.4764
0.4529,-11.6453
0.4534,-8.2881
0.4539,-7.6778
0.4544,-10.1193
0.4549,-12.8661
0.4554,-15.6128
0.4559,-19.8855
0.4564,-24.7686
0.4569,-26.5998
0.4574,-24.1582
0.4579,-22.0219
0.4584,-23.2427
0.4589,-24.1582
0.4594,-21.1063
0.4599,-16.5284
0.4604,-16.8336
0.4609,-21.1063
0.4614,-22.0219
0.4619,-16.2232
0.4624,-7.9829
0.4629,-3.7102
0.4634,-3.7102
0.4639,-7.0674
0.4644,-15.0024
0.4649,-24.4634
0.4654,-27.8206
0.4659,-21.1063
0.4664,-7.9829
0.4669,4.5300
0.4674,14.2962
0.4679,17.0430
0.4684,8.4976
0.4689,-8.2881
0.4694,-22.0219
0.4699,-26.5998
0.4704,-27.2102
0.4709,-26.5998
0.4714,-20.1907
0.4719,-10.1193
0.4724,-13.4764
0.4729,-39.4180
0.4734,-69.3270
0.4739,-73.9049
0.4744,-50.0998
0.4749,-20.4959
0.4754,-1.5739
0.4759,9.4131
0.4764,18.8742
0.4769,25.2832
0.4774,28.0300
0.4779,29.2508
0.4784,26.5040
0.4789,12.4651
0.4794,-9.8141
0.4799,-24.7686
0.4804,-21.1063
0.4809,-5.2362
0.4814,9.1079
0.4819,15.2118
0.4824,11.5495
0.4829,1.1729
0.4834,-8.8985
0.4839,-11.9505
0.4844,-7.0674
0.4849,-0.9635
0.4854,2.3937
0.4859,6.3612
0.4864,10.6339
0.4869,9.7183
0.4874,3.6144
0.4879,0.8677
0.4884,7.5820
0.4889,17.0430
0.4894,19.4846
0.4899,13.6859
0.4904,6.3612
0.4909,1.7833
0.4914,0.8677
0.4919,3.6144
0.4924,11.5495
0.4929,20.7053
0.4934,27.4196
0.4939,32.3027
0.4944,37.7962
0.4949,44.2053
0.4954,46.6469
0.4959,44.2053
0.4964,38.4066
0.4969,29.8612
0.4974,15.8222
0.4979,-3.0998
0.4984,-21.1063
0.4989,-29.3466
0.4994,-26.5998
0.4999,-17.1388
0.5004,-7.3726
0.5009,-0.9635
0.5014,3.3092
0.5019,8.4976
0.5024,18.2638
0.5029,33.2183
0.5034,51.2248
0.5039,68.6209
0.5044,81.1338
0.5049,85.7117
0.5054,84.7962
0.5059,84.7962
0.5064,89.0689
0.5069,93.0364
0.5074,87.2377
0.5079,70.7572
0.5084,54.2767
0.5089,44.8157
0.5094,37.7962
0.5099,27.4196
