"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,75600,"uV"

"time","value"
0.5579,6.3243
0.5584,20.9736
0.5589,35.6229
0.5594,46.6099
0.5599,58.8177
0.5604,73.4671
0.5609,85.3696
0.5614,93.3047
0.5619,102.1553
0.5624,114.3631
0.5629,125.6553
0.5634,134.5059
0.5639,146.4085
0.5644,161.0578
0.5649,172.6552
0.5654,180.2851
0.5659,189.4409
0.5664,199.8175
0.5669,205.6162
0.5674,212.3305
0.5679,230.9474
0.5684,256.5837
0.5689,269.7071
0.5694,263.9084
0.5699,257.1941
0.5704,264.2136
0.5709,277.9473
0.5714,286.1876
0.5719,291.9862
0.5724,302.3629
0.5729,313.3499
0.5734,318.8434
0.5739,321.8953
0.5744,329.8304
0.5749,338.9862
0.5754,345.0901
0.5759,350.5836
0.5764,359.7394
0.5769,367.6745
0.5774,369.8108
0.5779,370.4212
0.5784,375.3043
0.5789,381.7134
0.5794,386.2913
0.5799,391.4796
0.5804,399.7199
0.5809,406.1290
0.5814,407.9601
0.5819,409.4861
0.5824,414.6744
0.5829,420.1679
0.5834,422.6095
0.5839,426.2718
0.5844,433.2913
0.5849,440.0055
0.5854,441.5315
0.5859,441.2263
0.5864,442.1419
0.5869,443.6679
0.5874,445.1938
0.5879,448.5510
0.5884,454.0445
0.5889,456.1808
0.5894,452.8237
0.5899,449.1614
0.5904,449.7718
0.5909,452.2133
0.5914,452.8237
0.5919,453.1289
0.5924,454.9601
0.5929,455.8756
0.5934,454.0445
0.5939,451.2977
0.5944,451.2977
0.5949,452.5185
0.5954,453.4341
0.5959,454.6549
0.5964,456.1808
0.5969,456.1808
0.5974,454.0445
0.5979,451.2977
0.5984,449.7718
0.5989,448.5510
0.5994,448.2458
0.5999,449.4666
0.6004,450.0769
0.6009,448.2458
0.6014,444.8886
0.6019,442.7523
0.6024,441.5315
0.6029,439.7003
0.6034,437.8692
0.6039,437.8692
0.6044,438.4796
0.6049,436.3432
0.6054,431.4601
0.6059,425.3562
0.6064,419.5575
0.6069,414.0640
0.6074,410.7069
0.6079,408.8757
0.6084,405.8238
0.6089,399.4147
0.6094,392.3952
0.6099,387.5121
0.6104,382.0186
0.6109,374.0835
0.6114,367.0641
0.6119,363.7069
0.6124,360.6550
0.6129,353.6355
0.6134,344.7849
0.6139,338.6810
0.6144,334.4083
0.6149,327.9992
0.6154,321.2849
0.6159,317.6226
0.6164,314.8758
0.6169,309.0771
0.6174,301.1421
0.6179,294.7330
0.6184,289.8499
0.6189,284.3564
0.6194,278.5577
0.6199,274.8954
0.6204,271.8434
0.6209,265.7395
0.6214,257.4993
0.6219,249.5642
0.6224,241.9344
0.6229,233.9993
0.6234,226.3694
0.6239,220.2656
0.6244,214.4669
0.6249,206.5318
0.6254,196.4604
0.6259,184.5578
0.6264,172.3500
0.6269,161.0578
0.6274,152.2072
0.6279,143.9670
0.6284,134.5059
0.6289,124.4345
0.6294,114.6683
0.6299,102.7657
0.6304,89.0320
0.6309,81.0969
0.6314,84.1489
0.6319,86.8956
0.6324,75.6034
0.6329,52.1034
0.6334,33.1814
0.6339,26.7723
0.6344,23.1100
0.6349,14.8697
0.6354,6.6295
0.6359,3.2723
0.6364,0.2204
0.6369,-8.6302
0.6374,-19.0069
0.6379,-25.7211
0.6384,-31.2146
0.6389,-39.1497
0.6394,-46.7795
0.6399,-50.1367
0.6404,-52.8834
0.6409,-59.5977
0.6414,-69.3639
0.6419,-77.2990
0.6424,-81.5717
0.6429,-84.9288
0.6434,-89.2016
0.6439,-92.5587
0.6444,-94.0847
0.6449,-95.3055
0.6454,-98.6626
0.6459,-104.1561
0.6464,-107.8184
0.6469,-108.4288
0.6474,-107.8184
0.6479,-109.9548
0.6484,-113.0067
0.6489,-112.0911
0.6494,-109.9548
0.6499,-113.9223
0.6504,-121.2470
0.6509,-120.3314
0.6514,-108.4288
