"type","name","time_units","begin_time","frequency","count","units"
"signal","","s",0.0000,2000.3556,146960,"uV"

"time","value"
0.2135,-380.4107
0.2140,-389.8717
0.2145,-395.3652
0.2150,-400.8587
0.2155,-408.1834
0.2160,-412.7613
0.2165,-413.0665
0.2170,-415.2029
0.2175,-422.2224
0.2180,-428.9366
0.2185,-431.0730
0.2190,-431.6834
0.2195,-434.1249
0.2200,-435.6509
0.2205,-434.1249
0.2210,-432.9042
0.2215,-435.0405
0.2220,-436.2613
0.2225,-434.4301
0.2230,-431.6834
0.2235,-430.4626
0.2240,-427.4107
0.2245,-421.9172
0.2250,-417.6444
0.2255,-417.0340
0.2260,-416.7289
0.2265,-414.8977
0.2270,-413.6769
0.2275,-413.3717
0.2280,-410.3198
0.2285,-404.8263
0.2290,-401.7743
0.2295,-401.7743
0.2300,-400.5536
0.2305,-396.5860
0.2310,-394.7549
0.2315,-393.8393
0.2320,-388.9562
0.2325,-381.6315
0.2330,-379.4951
0.2335,-381.0211
0.2340,-378.5796
0.2345,-372.7809
0.2350,-372.1705
0.2355,-374.6120
0.2360,-366.0666
0.2365,-347.1445
0.2370,-335.8523
0.2375,-343.1770
0.2380,-355.3848
0.2385,-355.6900
0.2390,-346.8393
0.2395,-339.5147
0.2400,-334.9368
0.2405,-328.5277
0.2410,-322.1186
0.2415,-319.3718
0.2420,-317.2355
0.2425,-311.7420
0.2430,-305.3329
0.2435,-301.3654
0.2440,-296.4823
0.2445,-288.8524
0.2450,-283.0537
0.2455,-282.4433
0.2460,-282.4433
0.2465,-278.7810
0.2470,-274.2031
0.2475,-270.5407
0.2480,-264.4368
0.2485,-254.6706
0.2490,-246.7356
0.2495,-243.6836
0.2500,-240.9369
0.2505,-234.8330
0.2510,-229.0343
0.2515,-225.3720
0.2520,-219.2681
0.2525,-209.5019
0.2530,-201.5668
0.2535,-198.5149
0.2540,-195.7681
0.2545,-189.0538
0.2550,-181.1188
0.2555,-175.3201
0.2560,-168.3006
0.2565,-158.2292
0.2570,-149.6837
0.2575,-145.7162
0.2580,-142.6643
0.2585,-135.6448
0.2590,-127.4046
0.2595,-120.3851
0.2600,-112.4500
0.2605,-102.3786
0.2610,-94.1384
0.2615,-89.2553
0.2620,-83.1514
0.2625,-73.3851
0.2630,-63.0085
0.2635,-54.4631
0.2640,-44.0865
0.2645,-29.4372
0.2650,-15.0930
0.2655,-5.6320
0.2660,0.4719
0.2665,9.3225
0.2670,20.3095
0.2675,31.2965
0.2680,43.1991
